"CABIN CREW PERFORMANCE During briefing I asked economy class crew who would like to volunteer to take L1 or R1 position (FC) since we needed crew to cover the doors in the front. Veronika volunteered and was observed very keen to take the position which was quite unfamiliar to her e.g. safety and security search, area of responsibility and FC facilities and products. She was observed very professional at all times and completed her security searches efficiently utilising the time allotted.  When in doubt she did not hesitate to ask questions which showed her keenness in learning new things. For the service, she worked in YC cabin, Veronika made sure that she was back on time for arming of doors and lost and found checks. She assisted JC for boarding and collected items for pre landing duties. Image and uniform was impeccable and carried out a pleasing and friendly personality. It was a pleasure working with Veronika and guiding her as she worked in a cabin which was out of her grade.",Cabin Crew-Compliments
" Displaying excellent professional behaviour  Karina made a positive impression on me from the first moment I saw her in the briefing room in Dubai. She has a positive approach and friendly personality. She is only working for 6 months in Business class and it was noted her eagerness to learn. The business class team was asked to vote for a colleague who have displayed something special, Karina was one of the top 4 crew members who stood out. She worked well with her colleagues in business class, displaying positive energy and willingness to assist her colleagues. She identified a customer who was celebrating his birthday, she prepared a special service for him, took a photo with a Captain's hat on, making the customer's day memorable. Keep up the good work and keep pushing yourself to learn new things on every flight, pay attention to detailed service by refreshing yourself with the ""business class quick service guidelines"" She displayed great potential for a career within Emirates.",Cabin Crew-Compliments
"Customer, Mr. Syed gave compliment to the crew member, Ioana 423152 as he stated that he received the good service from her.The customer stated that he was well taken care of by Ioana.Ioana recognised the customer as a skywards member and welcome him back during boarding.The customer requested for nuts during boarding, Ioana provided masala nuts to the customer.The customer did not like the taste of masala nuts and Ioana offered alternative snacks to the customer.Ioana frequently offered replenishment of drinks to the customer  during boarding and orange juice was served to the customer.During lunch service, the customer requested for green tea and Ioana prepared it immediately.After the lunch service, the customer gave the compliment to Ioana about the good service.The customer stated that he would like to write the compliment to the company by himself.Contact detailsThe customer did not provide his contact details as he stated that he would like to write to the company by himself.",Cabin Crew-Compliments
"OUTSTANDING PERFORMANCE  Attn: CCM Fawzia Al Hashimi  Sasa displayed outstanding performance on the flight. Excellent team player, helped out colleagues and myself on several occasions when it was needed during the flight, volunteered to check toilets and do the first we care cycle in order to let his team members eat first after the meal service.  Sasa cleared up the galley and made it neat and tidy without being asked by the time I arrived back form the flight deck on one occasion. In order to avoid food and open juices to become waste, Sasa was observed giving out drinks and chocolates on both sides of the cabin after he finished his own we care rotation.  Well groomed and professional in the cabin, Sasa looked for opportunities to make this flight special for as many customers as possible.  While waiting for bags to be offloaded in DXB, Sasa volunteered to take pictures of the kids and couples on board, to create an everlasting memory for our young customers and their parents.",Cabin Crew-Compliments
"Excellent Crew Performance Jude was friendly and professional throughout the flight.He kept the positive attitude towards to work and it was reflected on his team performance.He was dealing with the issues in calm and professional manner.There were quite a few IFE issues, he dealt with it confidently and ensured that customers were happy with the flight.He was very vigilant; he noticed that the IFE’s were not working properly in Y/C before boarding. He noticed that juice order form was not correct from previous sector and he informed the catering supervisor about it. During the security searches he noticed that pocket mask was not attached the oxygen bottle. He kept me informed about the issues promptly.He guided and assisted his junior crew about the Duty Free issuesHe was doing team talks during the different stage of the flight and it helped to achieve smooth and efficient service.Jude leads by example and he is a very good role model as a supervisor for his team.Job well done.",Cabin Crew-Compliments
"customers on 19A and 21C were emotional when thanking Eunji near the baggage carousel witnessed by me.She later described the whole journey experience which I felt was worth documenting. While she was doing clearance, she overheard the conversation between these 02 customers. She brought them 02 ginger ale as they were talking about stomach issues for which they were stunned. Then she checked on their overall trip and found that it was their first time on EK, hence she offered to take a picture for which they were thrilled. She then offered her iconic EK hat, which was emotionally received by 19A as she had applied for EK crew 4 yrs ago and failed. It was like her dream come true for which she couldn't thank her enough. They invited her to their famous Coffee shop as a privileged guest in S.Korea. At the carousel they wanted her phone no. to call and inform EK about her outstanding service. She gave them her email address and also encouraged them to write on Emirates.com/feedback.",Cabin Crew-Compliments
"Jessica engaged in conversation with Mr Ojede, seated at 69D, to find out that he is traveling in order to meet his ill father in Uganda.Jessica took opportunity to enhance Mr. Ojedes' flight experience by frequently checking his wellbeing and offering his preferred drink, making a recommendation list with attracting locations in Milan, as the customer would spend few days in transit into Milan and also took photo with the Polaroid camera.I observed her talking with Mr. Ojede often and she would always communicate with me his comfort.At top of descent, Mr. Ojede told me he enjoyed the flight because he was always checked upon and recommended Jessica as an attentive person.Jessica communicated the customers' situation with the entire team and advised her colleagues to ensure the customer is well attended.Jessica displayed  developed customer care skills and became an influencer by communicating the relevant  with her colleagues, in order to improve the customer experience.",Cabin Crew-Compliments
"Customer Mrs Mahnaz sitting in 87C stated, that she loved the flight with us, the team, and highlighted especially Iva. Customer wanted to talk to me and tell me how happy she was, that Iva was always doing anything possible to make Mrs Mahnaz happy (bringing extra fruits, coffee, water, juices etc.) and that Iva would have ""always a very genuine smile"" Mrs Mahnaz mentioned, it was her first flight with Emirates, but it shall be many more after her great experience today Mrs Mahnaz told me she was a manager of a bank and it was great to see how a team and especially some crew members like Iva are performing very well and primary thinking about customer service despite of challenging circumstances like this long flight Thanks to Iva's background as ground staff, Mrs Mahnaz was highly appreciating that Iva could tell her where to go to collect the voucher for the hotel stay during her 12 hours transit in Dubai, since she has not received this voucher when booking her ticket",Cabin Crew-Compliments
"Customer Compliment  Cabin Crew Customer requested to speak to the Purser after the meal service.  Customer stated that she was extremely happy with the service and the cabin crew on this flight.  Customer stated that she does get upgraded very often as she is an Emirates Gold Skywards customer and is usually always pleased with the service however feels that this flight in particular is outstanding.  Customer complimented the Purser on the professionalism and friendliness of his team and stated that the Purser is a ""good manager onboard"" if all of his team works so well together.  Customer stated that she appreciated how attentive the Purser, Cabin Supervisor and the Business Class team was as she felt at home.  Customer informed the Purser that she noticed how much the Business Class team was smiling, was so quick in the service and was so welcoming when the customer boarded the aircraft.  Customer requested for the contact details of Customer Affairs for the airline.",Cabin Crew-Compliments
"Name :Mustapha AboulhoudaStaff No : 399889Mustapha was a great asset to our team on this flight. He was well prepared for the flight and shared all the information relevant to the station. During the briefing he delegated his team members to special category customers, promoted settling in duties, skywards enrolment etc.Mustapha effectively handled an incident where two customers were arguing on each other during the flight. He also showed empathy towards a pregnant customer who found a demise of one of her relative during the flight.Mustapha completed all the MFPs and VRs during the trip.Mustapha initiated the briefing in CKY due to Purser was held up with ground staff. This quick decision assisted the team to take over the flight in timely manner from the transit crew.He actively worked with his team and often visited the cabin to interact with his customers.Mustapha has displayed true leadership by leading his team by role modelling and complementing to his Purser.",Cabin Crew-Compliments
"Weng worked as GR1 on DXBMXP and as GR2 on the remaining sectors. I had the opportunity to be his supervisor on DXBMXP and JFKMXP. Weng is a very professional and hardworking crew member. While he worked in business class he ensured he used the MOD professionally and correctly and spoke to all his customers and welcomed them and introduced them to their seats. During the flight he was very attentive to his customers and ensured all of them were well looked after. He also took over the lounge several times and served many customers and also gave a break to the original lounge operator.While working in economy he was very proactive during boarding and engaged with his customers. During the flight he was very quick with setting up carts and indulges into conversation while serving customers. He also celebrated birthday for a customer with a special rose and J class dessert and card signed by all crew. His style of work is very clean, professional and premium.",Cabin Crew-Compliments
